ID,Name,"Name (Smith & Trzaskoma)","Name (transliteration)","Name (Latinized)","Name in Latin texts","Alternative names","Identifying information","Type of entity","Type of entity ID","Agent/Coll.: gender","Agent/Coll.: gender ID","Collective (geneal.): children of","Collective (geneal.): children of ID","Collective (geneal.): divine father","Collective (geneal.): divine father ID"
8182226,"Antisthenes (suitor of Penelope)",Antisthenes,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8182227,"Apemosyne (daughter of Catreus)",Apemosyne,,,,,"daughter of Catreus",Agent,8160370,Female,9494773,,,,
8182228,"Aphareus (son of Perieres, father of Idas and Lynceus)",Aphareus,,,,,"son of Perieres, father of Idas and Lynceus",Agent,8160370,Male,9494774,,,,
8182229,"Apheidas (son of Arcas)",Apheidas,,,,,"son of Arcas",Agent,8160370,Male,9494774,,,,
8182230,"Aphirape (daughter of Polus and Phoebe)",Aphirape,,,,,"daughter of Polus and Phoebe",Agent,8160370,Female,9494773,,,,
8182231,"Aphrodite Venus (goddess of sex and lust)",Aphrodite,,,Venus,,"goddess of sex and lust",Agent,8160370,Female,9494773,,,,
8182232,"Apis (son of Phoroneus)",Apis,,,,,"son of Phoroneus",Agent,8160370,Male,9494774,,,,
8182233,"Apollo (Olympian god)",Apollo,,,,,"Olympian god",Agent,8160370,Male,9494774,,,,
8182234,"Apsyrtos Absyrtus (son of Aietes)",Apsyrtos,,,Absyrtus,,"son of Aietes",Agent,8160370,Male,9494774,,,,
8182235,"Arbelos (son of Aigyptos)",Arbelos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8182236,"Arcas Arkas (son of Zeus and Callisto)",Arcas,Arkas,,,,"son of Zeus and Callisto",Agent,8160370,Male,9494774,,,,
8182237,"Arceisios (father of Laertes)",Arceisios,,,,,"father of Laertes",Agent,8160370,Male,9494774,,,,
8182238,"Arcena (one of Actaion's dogs)",Arcena,,,,,"one of Actaion's dogs",Agent,8160370,Female,9494773,,,,
8182239,"Archebates (son of Lycaon)",Archebates,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8182240,"Archedicos (son of Heracles)",Archedicos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8182241,"Archelaos (son of Electryon)",Archelaos,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8182242,"Archelaos (son of Aigyptos)",Archelaos,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8182243,"Archelochos (son of Antenor)",Archelochos,,,,,"son of Antenor",Agent,8160370,Male,9494774,,,,
8182244,"Archemachos (son of Heracles)",Archemachos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8182245,"Archemachos (son of Priam)",Archemachos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8182246,"Archemolos (suitor of Penelope)",Archemolos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8182247,"Archemoros (another name for Opheltes)",Archemoros,,,,,"another name for Opheltes",Agent,8160370,Male,9494774,,,,
8182248,"Archestratos (suitor of Penelope)",Archestratos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8182249,"Architeles (father of Eunomos)",Architeles,,,,,"father of Eunomos",Agent,8160370,Male,9494774,,,,
8182250,"Areia (daughter of Cleochos)",Areia,,,,,"daughter of Cleochos",Agent,8160370,Female,9494773,,,,
8182251,"Areion (divine horse of Adrastos)",Areion,,,,,"divine horse of Adrastos",Agent,8160370,Male,9494774,,,,
8182252,"Arene (daughter of Oibalos)",Arene,,,,,"daughter of Oibalos",Agent,8160370,Female,9494773,,,,
8182253,"Ares Mars (god of war)",Ares,,,Mars,,"god of war",Agent,8160370,Male,9494774,,,,
8182254,"Arestor (father of all-seeing Argos)",Arestor,,,,,"father of all-seeing Argos",Agent,8160370,Male,9494774,,,,
8182255,"Aretaon (father of Phorcys and Ascanios)",Aretaon,,,,,"father of Phorcys and Ascanios",Agent,8160370,Male,9494774,,,,
8182256,"Arete (wife of Alcinoos)",Arete,,,,,"wife of Alcinoos",Agent,8160370,Female,9494773,,,,
8182257,"Aretos (son of Nestor)",Aretos,,,,,"son of Nestor",Agent,8160370,Male,9494774,,,,
8182258,"Aretos (son of Priam)",Aretos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8182259,"Argeia (daughter of Adrastos)",Argeia,,,,,"daughter of Adrastos",Agent,8160370,Female,9494773,,,,
8182260,"Argeia (daughter of Autesion)",Argeia,,,,,"daughter of Autesion",Agent,8160370,Female,9494773,,,,
8182261,"Argeios (son of Licymnios)",Argeios,,,,,"son of Licymnios",Agent,8160370,Male,9494774,,,,
8182262,"Argeios (suitor of Penelope)",Argeios,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187571,"Phaia (Sow killed by Theseus)",Phaia,,,,,"Sow killed by Theseus",Agent,8160370,Female,9494773,,,,
8187572,"Phaia (Woman who raised sow Phaia)",Phaia,,,,,"Woman who raised sow Phaia",Agent,8160370,Female,9494773,,,,
8187804,"Aigyptos Aegyptus (eponym of Egypt, father of fifty sons)",Aigyptos,,,Aegyptus,,"eponym of Egypt, father of fifty sons",Agent,8160370,Male,9494774,,,,
8187806,"Ainetos (son of Deion)",Ainetos,,,,,"son of Deion",Agent,8160370,Male,9494774,,,,
8187807,"Argele (daughter of Thespios)",Argele,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8187808,"Arges (Cyclops, son of Ouranos)",Arges,,,,,"Cyclops, son of Ouranos",Agent,8160370,Male,9494774,,,,
8187809,"Argiope (Nymph, mother of Thamyris)",Argiope,,,,,"Nymph, mother of Thamyris",Agent,8160370,Female,9494773,,,,
8187810,"Argiope (Nymph, mother of Cercyon)",Argiope,,,,,"Nymph, mother of Cercyon",Agent,8160370,Female,9494773,,,,
8187811,"Argios (son of Aigyptos)",Argios,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8187813,"the Argonauts (sailors on the Argo)","the Argonauts",,,,,"sailors on the Argo","Collective (Episodic)",9650160,,,,,,
8187814,"Argos (Argonaut, builder of Argo)",Argos,,,,,"Argonaut, builder of Argo",Agent,8160370,Male,9494774,,,,
8187815,"Argos (son of Zeus and Niobe)",Argos,,,,,"son of Zeus and Niobe",Agent,8160370,Male,9494774,,,,
8187816,"Argyphia (wife of Aigyptos)",Argyphia,,,,,"wife of Aigyptos",Agent,8160370,Female,9494773,,,,
8187817,"Ariadne (daughter of Minos)",Ariadne,,,,,"daughter of Minos",Agent,8160370,Female,9494773,,,,
8187818,"Arisbe (daughter of Merops)",Arisbe,,,,,"daughter of Merops",Agent,8160370,Female,9494773,,,,
8187819,"Aristaios (father of Actaion)",Aristaios,,,,,"father of Actaion",Agent,8160370,Male,9494774,,,,
8187820,"Aristodeme (daughter of Priam)",Aristodeme,,,,,"daughter of Priam",Agent,8160370,Female,9494773,,,,
8187821,"Aristodemos (one of the Heracleidai)",Aristodemos,,,,,"one of the Heracleidai",Agent,8160370,Male,9494774,,,,
8187822,"Aristomachos (one of the Heracleidai)",Aristomachos,,,,,"one of the Heracleidai",Agent,8160370,Male,9494774,,,,
8187823,"Aristomachos (son of Talaos)",Aristomachos,,,,,"son of Talaos",Agent,8160370,Male,9494774,,,,
8187824,"Aristratos (suitor of Penelope)",Aristratos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187825,"Arneos (father of Megamede)",Arneos,,,,,"father of Megamede",Agent,8160370,Male,9494774,,,,
8187826,"Arsinoe (daughter of Leucippos)",Arsinoe,,,,,"daughter of Leucippos",Agent,8160370,Female,9494773,,,,
8187827,"Arsinoe (daughter of Phegeus)",Arsinoe,,,,,"daughter of Phegeus",Agent,8160370,Female,9494773,,,,
8187828,"Arsinoos (father of Chromios and Ennomos)",Arsinoos,,,,,"father of Chromios and Ennomos",Agent,8160370,Male,9494774,,,,
8187829,"Artemis Diana (Olympian god)",Artemis,,,Diana,,"Olympian god",Agent,8160370,Male,9494774,,,,
8187830,"Ascalaphos (son of Acheron)",Ascalaphos,,,,,"son of Acheron",Agent,8160370,Male,9494774,,,,
8187831,"Ascalaphos (son of Ares)",Ascalaphos,,,,,"son of Ares",Agent,8160370,Male,9494774,,,,
8187832,"Ascanios (son of Priam)",Ascanios,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8187833,"Ascanios (son of Aretaon)",Ascanios,,,,,"son of Aretaon",Agent,8160370,Male,9494774,,,,
8187834,"Asclepios Aesculapius (son of Apollo)",Asclepios,,,Aesculapius,,"son of Apollo",Agent,8160370,Male,9494774,,,,
8187835,"Asia (Oceanid)",Asia,,,,,Oceanid,Agent,8160370,Female,9494773,,,,
8187836,"Asios (Trojan ally, son of Hyrtacos)",Asios,,,,,"Trojan ally, son of Hyrtacos",Agent,8160370,Male,9494774,,,,
8187837,"Asopis (daughter of Thespios)",Asopis,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8187838,"Asopos Asopus (Sicyonian river god, father of Aegina)",Asopos,,Asopus,,,"Sicyonian river god, father of Aegina",Agent,8160370,Male,9494774,,,,
8187839,"Assaracos (son of Tros)",Assaracos,,,,,"son of Tros",Agent,8160370,Male,9494774,,,,
8187840,"Astacos (a Theban)",Astacos,,,,,"a Theban",Agent,8160370,Male,9494774,,,,
8187841,"Asteria (daughter of Coios and Phoibe)",Asteria,,,,,"daughter of Coios and Phoibe",Agent,8160370,Female,9494773,,,,
8187842,"Asteria (Danaid)",Asteria,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187843,"Asterios (king of Crete)",Asterios,,,,,"king of Crete",Agent,8160370,Male,9494774,,,,
8187844,"Asterios (son of Cometes)",Asterios,,,,,"son of Cometes",Agent,8160370,Male,9494774,,,,
8187845,"Asterios (son of Neleus)",Asterios,,,,,"son of Neleus",Agent,8160370,Male,9494774,,,,
8187846,"Asterodia (daughter of Deion)",Asterodia,,,,,"daughter of Deion",Agent,8160370,Female,9494773,,,,
8187847,"Asteropaios (son of Pelegon)",Asteropaios,,,,,"son of Pelegon",Agent,8160370,Male,9494774,,,,
8187848,"Asterope (daughter of Cebren)",Asterope,,,,,"daughter of Cebren",Agent,8160370,Female,9494773,,,,
8187849,"Astraios (son of Creios and Eurybia)",Astraios,,,,,"son of Creios and Eurybia",Agent,8160370,Male,9494774,,,,
8187850,"Astyanax (son of Hector)",Astyanax,,,,,"son of Hector",Agent,8160370,Male,9494774,,,,
8187851,"Astyanax (son of Heracles)",Astyanax,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8187852,"Astybia (daughter of Thespios)",Astybia,,,,,"daughter of Thespios",Agent,8160370,Female,9494773,,,,
8187853,"Astycrateia (daughter of Niobe)",Astycrateia,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8187854,"Astydameia (wife of Acastos)",Astydameia,,,,,"wife of Acastos",Agent,8160370,Female,9494773,,,,
8187855,"Astydameia (daughter of Pelops)",Astydameia,,,,,"daughter of Pelops",Agent,8160370,Female,9494773,,,,
8187856,"Astydameia (daughter of Amyntor)",Astydameia,,,,,"daughter of Amyntor",Agent,8160370,Female,9494773,,,,
8187857,"Astygonos (son of Priam)",Astygonos,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8187858,"Astylochos (suitor of Penelope)",Astylochos,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187859,"Astynoos (son of Phaethon)",Astynoos,,,,,"son of Phaethon",Agent,8160370,Male,9494774,,,,
8187860,"Astyoche (daughter of Phylas, mother of Tlepolemos)",Astyoche,,,,,"daughter of Phylas, mother of Tlepolemos",Agent,8160370,Female,9494773,,,,
8187861,"Astyoche (daughter of Niobe)",Astyoche,,,,,"daughter of Niobe",Agent,8160370,Female,9494773,,,,
8187862,"Astyoche (daughter of Laomedon)",Astyoche,,,,,"daughter of Laomedon",Agent,8160370,Female,9494773,,,,
8187863,"Astyoche (daughter of Simoeis, mother of Tros)",Astyoche,,,,,"daughter of Simoeis, mother of Tros",Agent,8160370,Female,9494773,,,,
8187864,"Astypalaia (mother of Eurypylos)",Astypalaia,,,,,"mother of Eurypylos",Agent,8160370,Female,9494773,,,,
8187865,"Atalante (Calydonian boar hunter, Argonaut)",Atalante,,,,,"Calydonian boar hunter, Argonaut",Agent,8160370,Female,9494773,,,,
8187866,"Atalanteia (mother of some Danaids)",Atalanteia,,,,,"mother of some Danaids",Agent,8160370,Female,9494773,,,,
8187867,"Atas (son of Priam)",Atas,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8187868,"Ate (goddess of recklessness)",Ate,,,,,"goddess of recklessness",Agent,8160370,Female,9494773,,,,
8187869,"Athamas (son of Aiolos)",Athamas,,,,,"son of Aiolos",Agent,8160370,Male,9494774,,,,
8187870,"Athena Minerva (Olympian god)",Athena,,,Minerva,,"Olympian god",Agent,8160370,Male,9494774,,,,
8187872,"Atlas (holds up the sky as punishment)",Atlas,,,,,"holds up the sky as punishment",Agent,8160370,Male,9494774,,,,
8187873,"Atreus (son of Pelops, father of Agamemnon and Menelaos)",Atreus,,,,,"son of Pelops, father of Agamemnon and Menelaos",Agent,8160370,Male,9494774,,,,
8187874,"Atromos (son of Heracles)",Atromos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8187875,"Atropos (one of the Moirai)",Atropos,,,,,"one of the Moirai",Agent,8160370,Female,9494773,,,,
8187876,"Atthis (daughter of Cranaos)",Atthis,,,,,"daughter of Cranaos",Agent,8160370,Female,9494773,,,,
8187877,"Atymnios (son of Zeus and Cassiepeia)",Atymnios,,,,,"son of Zeus and Cassiepeia",Agent,8160370,Male,9494774,,,,
8187878,"Auge (mother of Telephos)",Auge,,,,,"mother of Telephos",Agent,8160370,Female,9494773,,,,
8187879,"Augeias Augeas (Argonaut, king of Elis)",Augeias,,,Augeas,,"Argonaut, king of Elis",Agent,8160370,Male,9494774,,,,
8187880,"Autesion (father of Argeia)",Autesion,,,,,"father of Argeia",Agent,8160370,Male,9494774,,,,
8187881,"Autolycos (Argonaut)",Autolycos,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8187882,"Autolycos (father of Polymede)",Autolycos,,,,,"father of Polymede",Agent,8160370,Male,9494774,,,,
8187883,"Automate (Danaid)",Automate,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187884,"Automedousa (daughter of Alcathous)",Automedousa,,,,,"daughter of Alcathous",Agent,8160370,Female,9494773,,,,
8187885,"Autonoe (daughter of Cadmos)",Autonoe,,,,,"daughter of Cadmos",Agent,8160370,Female,9494773,,,,
8187886,"Autonoe (daughter of Peireus)",Autonoe,,,,,"daughter of Peireus",Agent,8160370,Female,9494773,,,,
8187887,"Autonoe (Nereid)",Autonoe,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8187888,"Autonoe (Danaid)",Autonoe,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187889,"Axios (river god)",Axios,,,,,"river god",Agent,8160370,Male,9494774,,,,
8187892,"Barthas (suitor of Penelope)",Barthas,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187893,"Bateia (nymph)",Bateia,,,,,nymph,Agent,8160370,Female,9494773,,,,
8187894,"Bateia (daughter of Teucros)",Bateia,,,,,"daughter of Teucros",Agent,8160370,Female,9494773,,,,
8187895,"Baton (charioteer of Amphiaraos)",Baton,,,,,"charioteer of Amphiaraos",Agent,8160370,Male,9494774,,,,
8187896,"Bellerophontes (killed the Chimaira)",Bellerophontes,,,,,"killed the Chimaira",Agent,8160370,Male,9494774,,,,
8187897,"Belos (son of Poseidon and Libya)",Belos,,,,,"son of Poseidon and Libya",Agent,8160370,Male,9494774,,,,
8187898,"Benthesicyme (daughter of Poseidon)",Benthesicyme,,,,,"daughter of Poseidon",Agent,8160370,Female,9494773,,,,
8187899,"Bia (personification of violence)",Bia,,,,,"personification of violence",Agent,8160370,Female,9494773,,,,
8187900,"Bias (son of Amythaon)",Bias,,,,,"son of Amythaon",Agent,8160370,Male,9494774,,,,
8187901,"Bias (son of Priam)",Bias,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8187902,"Bias (suitor of Penelope)",Bias,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187903,"Bisaltes (father of Pylaimenes)",Bisaltes,,,,,"father of Pylaimenes",Agent,8160370,Male,9494774,,,,
8187904,"Bithynis (nymph)",Bithynis,,,,,nymph,Agent,8160370,Female,9494773,,,,
8187906,"Boreas (wind god)",Boreas,,,,,"wind god",Agent,8160370,Male,9494774,,,,
8187907,"Bores (one of Actaion's dogs)",Bores,,,,,"one of Actaion's dogs",Agent,8160370,Male,9494774,,,,
8187908,"Boros (son of Perieres)",Boros,,,,,"son of Perieres",Agent,8160370,Male,9494774,,,,
8187909,"Boucolion (son of Lycaon)",Boucolion,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8187910,"Boucolion (son of Laomedon)",Boucolion,,,,,"son of Laomedon",Agent,8160370,Male,9494774,,,,
8187911,"Boucolos (son of Heracles)",Boucolos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8187912,"Boucolos (son of Hippocoon)",Boucolos,,,,,"son of Hippocoon",Agent,8160370,Male,9494774,,,,
8187913,"Bouleus (son of Heracles)",Bouleus,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8187914,"Bousiris (king of Egypt)",Bousiris,,,,,"king of Egypt",Agent,8160370,Male,9494774,,,,
8187915,"Bousiris (son of Aigyptos)",Bousiris,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8187916,"Boutes Butes (Argonaut)",Boutes,,,Butes,,Argonaut,Agent,8160370,Male,9494774,,,,
8187917,"Boutes Butes (son of Pandion)",Boutes,,,Butes,,"son of Pandion",Agent,8160370,Male,9494774,,,,
8187918,"Braisia (daughter of Cinyras)",Braisia,,,,,"daughter of Cinyras",Agent,8160370,Female,9494773,,,,
8187919,"Branchos (father of Cercyon)",Branchos,,,,,"father of Cercyon",Agent,8160370,Male,9494774,,,,
8187920,"Briareos (Hundred-hander)",Briareos,,,,,Hundred-hander,Agent,8160370,Male,9494774,,,,
8187921,"Briseis (captive woman of Achilles)",Briseis,,,,,"captive woman of Achilles",Agent,8160370,Female,9494773,,,,
8187922,"Bromios (son of Aigyptos)",Bromios,,,,,"son of Aigyptos",Agent,8160370,Male,9494774,,,,
8187923,"Brontes (Cyclops, son of Ouranos)",Brontes,,,,,"Cyclops, son of Ouranos",Agent,8160370,Male,9494774,,,,
8187924,"Broteas (hunter who does not honor Artemis)",Broteas,,,,,"hunter who does not honor Artemis",Agent,8160370,Male,9494774,,,,
8187925,"Bryce (Danaid)",Bryce,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187926,"Cadmos (king of Thebes)",Cadmos,,,,,"king of Thebes",Agent,8160370,Male,9494774,,,,
8187928,"Calais (Argonaut)",Calais,,,,,Argonaut,Agent,8160370,Male,9494774,,,,
8187929,"Calchas (seer, son of Thestor)",Calchas,,,,,"seer, son of Thestor",Agent,8160370,Male,9494774,,,,
8187930,"Caliadne (mother of some of Aigyptos' sons)",Caliadne,,,,,"mother of some of Aigyptos' sons",Agent,8160370,Female,9494773,,,,
8187931,"Callidice (queen of the Thesprotians)",Callidice,,,,,"queen of the Thesprotians",Agent,8160370,Female,9494773,,,,
8187932,"Callidice (Danaid)",Callidice,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187933,"Callileon (son of Thyestes)",Callileon,,,,,"son of Thyestes",Agent,8160370,Male,9494774,,,,
8187934,"Calliope (Muse)",Calliope,,,,,Muse,Agent,8160370,Female,9494773,,,,
8187935,"Callirhoe (daughter of Acheloos)",Callirhoe,,,,,"daughter of Acheloos",Agent,8160370,Female,9494773,,,,
8187936,"Callirhoe (daughter of Oceanos)",Callirhoe,,,,,"daughter of Oceanos",Agent,8160370,Female,9494773,,,,
8187937,"Callirhoe (daughter of Scamandros)",Callirhoe,,,,,"daughter of Scamandros",Agent,8160370,Female,9494773,,,,
8187938,"Callisto (daughter of Lycaon)",Callisto,,,,,"daughter of Lycaon",Agent,8160370,Female,9494773,,,,
8187939,"Calybe (nymph)",Calybe,,,,,nymph,Agent,8160370,Female,9494773,,,,
8187940,"Calyce (daughter of Aiolos)",Calyce,,,,,"daughter of Aiolos",Agent,8160370,Female,9494773,,,,
8187941,"Calydon (son of Aitolos)",Calydon,,,,,"son of Aitolos",Agent,8160370,Male,9494774,,,,
8187942,"Calydoneus (suitor of Penelope)",Calydoneus,,,,,"suitor of Penelope",Agent,8160370,Male,9494774,,,,
8187943,"the Calydonian Boar (monstrous boar hunted by Meleagros and his companions)","the Calydonian Boar",,,,,"monstrous boar hunted by Meleagros and his companions",Agent,8160370,Male,9494774,,,,
8187944,"Calypso (daughter of Atlas)",Calypso,,,,,"daughter of Atlas",Agent,8160370,Female,9494773,,,,
8187945,"Calypso (Nereid)",Calypso,,,,,Nereid,Agent,8160370,Female,9494773,,,,
8187946,"Campe (jailer in Tartaros)",Campe,,,,,"jailer in Tartaros",Agent,8160370,Male,9494774,,,,
8187947,"Canace (daughter of Aiolos, incest with brother Macareus)",Canace,,,,,"daughter of Aiolos, incest with brother Macareus",Agent,8160370,Female,9494773,,,,
8187948,"Canethos (son of Lycaon)",Canethos,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8187949,"Capaneus (one of the Seven against Thebes)",Capaneus,,,,,"one of the Seven against Thebes",Agent,8160370,Male,9494774,,,,
8187950,"Capylos (son of Heracles)",Capylos,,,,,"son of Heracles",Agent,8160370,Male,9494774,,,,
8187951,"Capys (son of Assaracos)",Capys,,,,,"son of Assaracos",Agent,8160370,Male,9494774,,,,
8187952,"Carteron (son of Lycaon)",Carteron,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8187953,"Cassandra (a seer never believed)",Cassandra,,,,,"a seer never believed",Agent,8160370,Female,9494773,,,,
8187954,"Cassiepeia Cassiopia (mother of Andromeda)",Cassiepeia,,,Cassiopia,,"mother of Andromeda",Agent,8160370,Female,9494773,,,,
8187955,"Castor (one of the Dioscouroi, Calydonian boar hunter, Argonaut)",Castor,,,,,"one of the Dioscouroi, Calydonian boar hunter, Argonaut",Agent,8160370,Male,9494774,,,,
8187956,"Catreus (son of Minos)",Catreus,,,,,"son of Minos",Agent,8160370,Male,9494774,,,,
8187957,"Caucon (son of Lycaon)",Caucon,,,,,"son of Lycaon",Agent,8160370,Male,9494774,,,,
8187958,"Cebren (river god near Troy)",Cebren,,,,,"river god near Troy",Agent,8160370,Male,9494774,,,,
8187959,"Cebriones (son of Priam)",Cebriones,,,,,"son of Priam",Agent,8160370,Male,9494774,,,,
8187960,"Cecrops (first king of Athens)",Cecrops,,,,,"first king of Athens",Agent,8160370,Male,9494774,,,,
8187961,"Cecrops (son of Erechtheus)",Cecrops,,,,,"son of Erechtheus",Agent,8160370,Male,9494774,,,,
8187962,"Celaineus (son of Electryon)",Celaineus,,,,,"son of Electryon",Agent,8160370,Male,9494774,,,,
8187963,"Celaino (daughter of Atlas)",Celaino,,,,,"daughter of Atlas",Agent,8160370,Female,9494773,,,,
8187964,"Celaino (Danaid)",Celaino,,,,,Danaid,Agent,8160370,Female,9494773,,,,
8187965,"Celeos Keleos Celeus (king of Eleusis)",Celeos,Keleos,Celeus,,,"king of Eleusis",Agent,8160370,Male,9494774,,,,
